index, note, duration, tactus, joint
0, A#2,1.27,0,0
1, A2,2.53,0,0
2, G2,2.84,0,0
3, F2,3.19,1,0
4, D#2,4.43,0,0
5, D2,4.72,0,0
6, C2,5.05,1,0
7, F2,5.94,0,0
8, A#1,6.94,1,0
9, A#1,8.29,0,0
10, D#2,8.69,1,0
11, F2,9.28,0,0
12, A2,9.63,0,0
13, G2,10.26,0,0
14, F2,10.66,1,0
15, E2,11.7,0,0
16, D2,12.74,1,0
17, F2,15.81,0,1
18, F2,15.96,0,0
19, A#2,16.23,1,0
20, A2,17.48,0,0
21, G2,17.81,0,0
22, F#2,18.15,1,0
23, G2,19.4,0,0
24, A2,19.72,0,0
25, D3,20.06,1,0
26, C3,21.02,0,0
27, A#2,21.97,1,0
28, A#2,23.45,0,0
29, A2,23.87,1,0
30, G2,25.01,0,0
31, F2,25.31,0,0
32, E2,25.64,1,0
33, A#2,26.7,0,0
34, A2,27.4,0,0
35, D2,27.82,1,0
36, D2,30.82,0,1
37, D2,30.97,0,0
38, D#2,31.25,1,0
39, C3,32.34,0,0
40, A2,32.55,0,0
41, G2,33.39,0,0
42, F2,34.67,0,0
43, E2,35.03,0,0
44, F2,35.38,1,0
45, D3,36.49,0,0
46, A#2,37.51,1,0
47, A#2,39.09,0,0
48, A#2,39.27,0,0
49, A#2,39.46,1,0
50, A#2,40.96,0,0
51, C3,41.32,1,0
52, C3,42.33,0,0
53, C3,43.41,1,0
54, C#3,46.24,0,1
55, D3,47.26,1,0
56, C3,48.65,0,0
57, A2,48.99,0,0
58, A#2,49.37,1,0
59, A#2,50.94,0,0
60, A#2,51.09,0,0
61, A2,51.3,1,0
62, E2,52.57,0,0
63, G2,52.92,0,0
64, F2,53.25,1,0
65, F2,54.72,0,0
66, F2,54.89,0,0
67, G2,55.14,1,0
68, D2,56.15,0,0
69, D2,56.85,0,0
70, E2,57.24,1,0
71, C3,58.29,0,0
72, C3,59.45,1,0
73, F2,62.97,0,1
74, A#2,63.34,1,0
75, F2,64.35,0,0
76, A2,65.35,1,0
77, G2,66.65,0,0
78, F2,66.98,0,0
79, A#2,67.33,1,0
80, F2,68.36,0,0
81, A2,69.44,1,0
82, G2,70.9,0,0
83, F2,71.28,1,0
84, G2,71.95,0,0
85, A2,72.3,0,0
86, A#2,72.97,0,0
87, D3,73.35,1,0
88, C3,74.03,0,0
89, A2,74.38,0,0
90, G2,75.09,0,0
91, G2,75.48,1,0
92, F2,77.4,1,0
93, F2,79.03,0,0
94, F2,79.2,0,0
95, F2,79.39,1,0
96, F3,80.53,0,0
97, D#3,81.63,1,0
98, G2,83.27,0,0
99, G2,83.44,0,0
100, A2,83.66,1,0
101, D3,84.72,0,0
102, A#2,85.74,1,0
103, C3,86.78,0,0
104, G2,87.46,0,0
105, F2,87.77,1,0
106, G2,89.06,0,0
107, D2,89.43,0,0
108, D#2,89.79,1,0
109, F2,90.85,0,0
110, D2,92.01,1,0
111, A2,95.32,1,1
112, G2,96.81,0,0
113, F2,97.23,1,0
114, D2,98.29,0,0
115, C2,99.38,1,0
116, A#1,101.3,0,0
117, A#1,102.17,1,0
