index,note,duration,tactus,joint
0, D2,1.27,0,0
1, G2,2.04,0,0
2, D2,3.46,0,0
3, A#2,4.24,1,0
4, D2,5.68,0,0
5, D3,6.56,1,0
6, A#2,7.26,0,0
7, G#2,7.87,0,0
8, G2,8.52,1,0
9, D2,9.93,0,0
10, F2,10.62,1,0
11, D2,11.98,0,0
12, A2,12.69,1,0
13, D2,14.03,0,0
14, D3,14.77,1,0
15, A2,16.76,1,0
16, A2,18.21,0,0
17, G2,18.89,1,0
18, A2,20.19,0,0
19, G2,20.9,1,0
20, C3,22.27,0,0
21, D3,22.47,0,0
22, F2,23.09,1,0
23, G2,24.4,0,0
24, F2,25.09,1,0
25, D3,26.42,0,0
26, E2,27.08,1,0
27, F2,28.38,0,0
28, E2,29.09,1,0
29, D3,30.45,0,0
30, D2,31.14,1,0
31, E2,32.41,0,0
32, D2,33.11,1,0
33, E2,33.74,0,0
34, F#2,34.42,0,0
35, G2,35.06,1,0
36, D2,36.35,0,0
37, A#2,37.06,1,0
38, D2,38.41,0,0
39, D3,39.13,1,0
40, A#2,39.78,0,0
41, A2,40.37,0,0
42, G2,41.1,1,0
43, F2,42.46,0,0
44, A2,43.1,1,0
45, F2,44.39,0,0
46, C3,45.11,1,0
47, F2,46.43,0,0
48, A2,47.11,1,0
49, C3,47.73,0,0
50, G3,48.43,0,0
51, F3,48.72,0,0
52, C3,49.23,1,0
53, C3,50.54,0,0
54, A#2,51.25,1,0
55, C3,52.58,0,0
56, A#2,53.41,1,0
57, F3,54.78,0,0
58, A2,55.54,1,0
59, A#2,56.89,0,0
60, A2,57.62,1,0
61, D#3,59.03,0,0
62, G2,59.74,1,0
63, A2,60.97,0,0
64, F#2,61.69,1,0
65, D3,63.0,0,0
66, G2,63.7,1,0
