index, note, duration, tactus, joint
0, D5,1.65,0,0
1, C5,2.01,0,0
2, D5,2.25,0,0
3, C5,2.54,0,0
4, D5,3.0,0,0
5, D5,4.01,0,1
6, C5,4.78,0,0
7, D5,5.1,0,0
8, E5,5.88,1,0
9, D5,6.19,0,0
10, E5,6.36,0,0
11, D5,6.68,0,0
12, E5,7.18,0,0
13, E5,8.21,0,1
14, D5,8.94,0,0
15, E5,9.25,0,0
16, G5,10.2,0,1
17, F5,10.99,0,0
18, G5,11.27,0,0
19, D#5,12.19,0,1
20, C#5,12.99,0,0
21, D#5,13.55,0,0
22, C5,13.81,0,0
23, D5,17.99,1,2
24, C5,18.34,0,0
25, D5,18.55,0,0
26, C5,18.85,0,0
27, D5,19.3,0,0
28, D5,20.27,0,1
29, C5,21.05,0,0
30, D5,21.36,0,0
31, E5,22.09,1,0
32, D5,22.43,0,0
33, E5,22.61,0,0
34, D5,22.91,0,0
35, E5,23.43,0,0
36, E5,24.37,0,1
37, D5,25.13,0,0
38, E5,25.42,0,0
39, G5,26.34,0,1
40, F5,27.11,0,0
41, G5,27.38,0,0
42, D#5,28.34,0,1
43, C#5,29.13,0,0
44, D#5,29.65,0,0
45, C5,29.95,0,0
46, C5,33.86,0,2
47, F5,34.15,1,0
48, D#5,34.69,0,0
49, D5,35.02,0,0
50, C5,35.21,0,0
51, D5,35.76,0,0
52, D#5,36.06,0,0
53, F5,36.29,1,0
54, D#5,36.84,0,0
55, D5,37.16,0,0
56, C5,37.35,0,0
57, D5,37.68,0,0
58, D#5,37.89,0,0
59, F5,38.1,0,0
60, F5,42.02,0,2
61, G5,42.25,1,0
62, F5,42.6,0,0
63, E5,42.78,0,0
64, D5,43.17,0,0
65, E5,43.63,0,0
66, F5,43.84,0,0
67, G5,44.35,1,0
68, F5,44.69,0,0
69, E5,44.89,0,0
70, D5,45.18,0,0
71, E5,45.66,0,0
72, F5,45.88,0,0
73, G5,46.18,0,0
74, D5,50.29,1,2
75, C5,50.61,0,0
76, D5,50.85,0,0
77, C5,51.13,0,0
78, D5,51.61,0,0
79, D5,52.6,0,1
80, C5,53.32,0,0
81, D5,53.68,0,0
82, E5,54.46,1,0
83, D5,54.78,0,0
84, E5,54.95,0,0
85, D5,55.26,0,0
86, E5,55.76,1,0
87, E5,56.7,0,1
88, D5,57.45,0,0
89, E5,57.74,0,0
90, G5,58.63,0,1
91, F5,59.11,0,0
92, G5,59.34,0,0
93, D#5,60.42,0,1
94, C#5,61.24,0,0
95, D#5,61.79,0,0
96, C5,62.05,0,0
97, D5,66.32,1,2
98, C5,66.66,0,0
99, D5,66.88,0,0
100, C5,67.16,0,0
101, D5,67.63,0,0
102, D5,68.55,0,1
103, C5,69.34,0,0
104, D5,69.64,0,0
105, E5,70.29,1,0
106, D5,70.69,0,0
107, E5,70.84,0,0
108, D5,71.15,0,0
109, E5,71.63,0,0
110, E5,72.56,0,1
111, D5,73.29,0,0
112, E5,73.57,0,0
113, G5,74.51,0,1
114, F5,75.02,0,0
115, G5,75.32,0,0
116, D#5,76.47,0,1
117, C#5,77.2,0,0
118, D#5,77.75,0,0
119, C5,78.05,0,0
120, D5,82.24,1,2
121, C5,82.62,0,0
122, D5,82.84,0,0
123, C5,83.13,0,0
124, D5,83.61,0,0
125, D5,84.62,0,1
126, C5,85.36,0,0
127, D5,85.66,0,0
128, E5,86.36,1,0
129, D5,86.7,0,0
130, E5,86.89,0,0
131, D5,87.19,0,0
132, E5,87.67,0,0
133, E5,88.67,0,1
134, D5,89.41,0,0
135, E5,89.7,0,0
136, G5,90.6,0,1
137, F5,91.37,0,0
138, G5,91.65,0,0
139, D#5,92.55,0,1
140, C#5,93.33,0,0
141, D#5,93.88,0,0
142, C5,94.16,0,0
143, C5,98.09,0,2
144, F5,98.39,1,0
145, D#5,98.91,0,0
146, D5,99.23,0,0
147, C5,99.46,0,0
148, D5,99.96,0,0
149, D#5,100.26,0,0
150, F5,100.48,1,0
151, D#5,101.0,0,0
152, D5,101.36,0,0
153, C5,101.57,0,0
154, D5,101.9,0,0
155, D#5,102.05,0,0
156, F5,102.33,0,0
157, F5,106.18,0,2
158, G5,106.37,1,0
159, F5,106.7,0,0
160, E5,106.9,0,0
161, D5,107.18,0,0
162, E5,107.7,0,0
163, F5,107.92,0,0
164, G5,108.2,1,0
165, F5,108.68,0,0
166, E5,108.88,0,0
167, D5,109.17,0,0
168, E5,109.61,0,0
169, F5,109.86,0,0
170, G5,110.17,0,0
171, D5,114.17,1,2
172, C5,114.51,0,0
173, D5,114.7,0,0
174, C5,115.01,0,0
175, D5,115.5,0,0
176, D5,116.48,0,1
177, C5,117.22,0,0
178, D5,117.55,0,0
179, E5,118.28,1,0
180, D5,118.61,0,0
181, E5,118.77,0,0
182, D5,119.1,0,0
183, E5,119.61,0,0
184, E5,120.63,0,1
185, D5,121.36,0,0
186, E5,121.65,0,0
187, G5,122.59,0,1
188, F5,123.38,0,0
189, G5,123.7,0,0
190, D#5,124.61,0,1
191, C#5,125.34,0,0
192, D#5,125.9,0,0
193, C5,126.21,0,0
