index, note, duration, tactus, joint
0, G5,0.97,0,0
1, G5,1.46,0,0
2, G5,1.88,0,0
3, A4,2.4,0,0
4, B4,3.01,0,0
5, C5,3.25,0,0
6, D5,3.52,0,0
7, D5,3.99,0,0
8, B4,4.45,1,0
9, G4,5.03,0,0
10, G4,5.49,0,0
11, A4,5.76,0,0
12, B4,5.98,0,0
13, C5,6.21,0,0
14, D5,6.47,0,0
15, C5,6.69,0,0
16, B4,6.95,0,0
17, A4,7.19,0,0
18, G4,7.43,0,0
19, A4,7.68,0,0
20, B4,7.91,0,0
21, C5,8.14,0,0
22, D5,8.41,1,0
23, E5,8.9,0,0
24, C5,9.37,0,0
25, D5,9.88,0,0
26, G4,10.36,0,0
27, G5,14.63,0,1
28, G5,15.18,0,0
29, G5,15.67,0,0
30, A4,16.16,1,0
31, B4,16.68,0,0
32, C5,16.91,0,0
33, D5,17.18,0,0
34, D5,17.64,0,0
35, B4,18.13,0,0
36, G4,18.58,0,0
37, G4,19.1,0,0
38, A4,19.37,0,0
39, B4,19.6,0,0
40, C5,19.82,0,0
41, D5,20.12,1,0
42, D5,21.05,0,0
43, G5,21.59,0,0
44, E5,22.05,0,0
45, E5,23.07,0,0
46, A5,23.61,0,0
47, F#5,24.06,1,0
48, F#5,25.02,0,0
49, B5,25.5,0,0
50, G5,25.95,0,0
51, A5,26.98,0,0
52, D5,27.96,1,0
53, D5,29.35,0,0
54, D5,29.88,0,0
55, C5,30.4,0,0
56, B4,30.63,0,0
57, A4,30.88,0,0
58, D5,31.38,0,0
59, B4,31.84,1,0
60, G4,32.3,0,0
61, G4,32.84,0,0
62, A4,33.1,0,0
63, B4,33.38,0,0
64, C5,33.6,0,0
65, D5,33.86,0,0
66, C5,34.06,0,0
67, B4,34.29,0,0
68, A4,34.53,0,0
69, G4,34.72,0,0
70, A4,35.02,0,0
71, B4,35.26,0,0
72, C5,35.5,0,0
73, D5,35.76,1,0
74, E5,36.24,0,0
75, C5,36.69,0,0
76, D5,37.19,0,0
77, G4,37.66,0,0
78, D6,38.22,0,0
79, D6,38.66,0,0
80, D6,39.13,0,0
81, E5,39.64,1,0
82, F#5,40.12,0,0
83, G5,40.34,0,0
84, A5,40.64,0,0
85, A5,41.09,0,0
86, F#5,41.62,0,0
87, D5,42.07,0,0
88, D5,42.55,0,0
89, E5,42.81,0,0
90, F#5,43.05,0,0
91, D5,43.31,0,0
92, G5,43.52,1,0
93, D5,44.03,0,0
94, G5,44.95,0,0
95, G5,45.48,0,0
96, F#5,46.3,0,0
97, G5,47.37,1,0
98, G5,47.84,0,0
99, G5,48.34,0,0
100, B5,48.82,0,0
101, A5,49.28,0,0
102, F#5,50.69,0,0
103, G5,51.12,1,0
104, A5,51.67,0,0
105, B5,51.9,0,0
106, E5,52.13,0,0
107, C5,52.63,0,0
108, D4,53.14,0,0
109, F#5,53.57,0,0
110, F#5,54.09,0,0
111, F#5,54.58,0,0
112, E5,55.11,1,0
113, C#5,55.35,0,0
114, D5,55.59,0,0
115, E5,55.84,0,0
116, F#5,56.08,0,0
117, F#5,56.54,0,0
118, F#5,57.03,0,0
119, B4,57.28,0,0
120, C#5,57.56,0,0
121, D5,57.8,0,0
122, E5,58.05,0,0
123, E5,58.47,0,0
124, E5,59.0,1,0
125, A4,59.26,0,0
126, B4,59.5,0,0
127, C#5,59.75,0,0
128, D5,60.01,0,0
129, D5,60.44,0,0
130, D5,60.92,0,0
131, E5,61.42,0,0
132, D5,61.65,0,0
133, C#5,61.85,0,0
134, D5,62.61,0,0
135, D5,62.93,1,0
136, D4,63.55,0,0
137, D4,63.94,0,0
138, E4,64.22,0,0
139, F#4,64.46,0,0
140, G4,64.67,0,0
141, A4,64.93,0,0
142, G4,65.16,0,0
143, F#4,65.42,0,0
144, E4,65.69,0,0
145, D4,65.93,0,0
146, E4,66.16,0,0
147, F#4,66.44,0,0
148, G4,66.62,0,0
149, A4,66.92,1,0
150, B4,67.38,0,0
151, G4,67.9,0,0
152, A4,68.36,0,0
153, D4,68.79,0,0
154, D5,69.47,0,0
155, D5,69.94,0,0
156, D5,70.39,0,0
157, B4,70.9,1,0
158, C5,71.16,0,0
159, B4,71.4,0,0
160, A4,71.64,0,0
161, G4,71.91,0,0
162, B4,72.14,0,0
163, G4,72.35,0,0
164, B4,72.61,0,0
165, D5,72.88,0,0
166, D5,73.35,0,0
167, D5,73.83,0,0
168, D5,74.28,0,0
169, B4,74.78,1,0
170, C5,75.05,0,0
171, B4,75.29,0,0
172, A4,75.48,0,0
173, G4,75.8,0,0
174, B4,76.0,0,0
175, G4,76.23,0,0
176, B4,76.47,0,0
177, C5,76.73,0,0
178, C5,77.23,0,0
179, C5,77.65,0,0
180, C5,78.16,0,0
181, D5,78.64,1,0
182, D5,79.96,0,0
183, E5,80.49,0,0
184, C5,81.82,0,0
185, D5,82.33,1,0
186, D5,83.67,0,0
187, D5,84.18,0,0
188, D5,85.56,0,0
189, C5,85.95,1,0
190, B4,86.51,0,0
191, A4,86.76,0,0
192, G#4,86.98,0,0
193, A4,87.7,0,0
194, A4,87.96,0,0
195, E5,89.22,0,0
196, F#5,89.48,0,0
197, G5,89.67,0,0
198, F#5,89.97,1,0
199, D5,91.09,0,0
200, E5,91.34,0,0
201, F5,91.57,0,0
202, E5,91.76,0,0
203, A5,93.24,0,0
204, D#5,93.67,1,0
205, B5,95.1,0,0
206, B5,95.57,0,0
207, C6,96.27,0,0
208, A5,96.51,0,0
209, B5,97.23,0,0
210, B5,97.45,1,0
211, B5,97.97,0,0
212, B5,98.42,0,0
213, B5,98.89,0,0
214, C#5,99.36,0,0
215, D#5,99.86,0,0
216, E5,100.04,0,0
217, F#5,100.31,0,0
218, F#5,100.78,0,0
219, D#5,101.31,1,0
220, B4,101.77,0,0
221, B4,102.25,0,0
222, C#5,102.48,0,0
223, D#5,102.73,0,0
224, E5,102.95,0,0
225, F#5,103.17,0,0
226, F#5,103.67,0,0
227, F#5,104.13,0,0
228, G5,104.61,0,0
229, E5,105.09,1,0
230, F#5,105.57,0,0
231, G5,105.81,0,0
232, A5,106.02,0,0
233, A5,106.44,0,0
234, F#5,107.01,0,0
235, F#5,108.49,0,0
236, B4,108.99,1,0
237, G4,109.49,0,0
238, G4,109.97,0,0
239, E4,110.45,0,0
240, B4,110.93,0,0
241, B4,112.27,0,0
242, E4,112.8,1,0
243, E4,113.25,0,0
244, E4,113.71,0,0
245, F#4,113.99,0,0
246, G4,114.22,0,0
247, A4,114.44,0,0
248, B4,114.69,0,0
249, A4,114.89,0,0
250, G4,115.16,0,0
251, F#4,115.39,0,0
252, E4,115.64,0,0
253, F#4,115.9,0,0
254, G4,116.12,0,0
255, A4,116.35,0,0
256, B4,116.59,1,0
257, C5,117.06,0,0
258, A4,117.53,0,0
259, B4,117.99,0,0
260, E4,118.48,0,0
261, G5,122.46,0,1
262, G5,122.96,0,0
263, G5,123.47,0,0
264, A4,123.92,0,0
265, B4,124.41,0,0
266, C5,124.65,0,0
267, D5,124.92,0,0
268, D5,125.38,0,0
269, B4,125.88,0,0
270, G4,126.34,0,0
271, G4,126.78,0,0
272, A4,127.05,0,0
273, B4,127.26,0,0
274, C5,127.49,0,0
275, D5,127.74,1,0
276, D5,128.59,0,0
277, G5,129.11,0,0
278, E5,129.57,0,0
279, E5,130.56,0,0
280, A5,131.06,0,0
281, F#5,131.54,1,0
282, F#5,132.48,0,0
283, B5,132.97,0,0
284, G5,133.4,0,0
285, A5,134.38,0,0
286, D5,135.29,1,0
287, D5,136.68,0,0
288, D5,137.17,0,0
289, C5,137.61,0,0
290, B4,137.84,0,0
291, A4,138.08,0,0
292, G4,138.84,0,0
293, G4,139.11,1,0
294, D5,140.51,0,0
295, G4,140.96,0,0
296, E5,142.33,0,0
297, A4,142.79,1,0
