index, note, duration, tactus, joint
0, D6,2.42,0,0
1, C6,3.11,1,0
2, C6,3.48,0,0
3, C6,6.44,0,1
4, A#5,7.19,0,0
5, A5,7.59,0,0
6, G5,7.94,0,0
7, F5,8.35,0,0
8, A5,8.76,1,0
9, A5,9.2,0,0
10, A#5,12.49,0,1
11, A5,13.24,0,0
12, G5,13.67,0,0
13, A5,14.04,0,0
14, C5,14.42,0,0
15, F5,14.85,1,0
16, F5,15.23,0,0
17, A5,18.33,0,1
18, G5,19.03,0,0
19, F5,19.61,0,0
20, G5,20.23,0,0
21, A5,20.71,1,0
22, D6,25.92,0,1
23, C6,26.73,1,0
24, C6,27.19,0,0
25, C6,30.5,0,1
26, A#5,31.25,0,0
27, A5,31.67,0,0
28, G5,32.04,0,0
29, F5,32.44,0,0
30, A5,32.84,1,0
31, C6,33.93,0,0
32, A5,34.31,0,0
33, A#5,36.47,0,1
34, A5,37.22,0,0
35, G5,37.63,0,0
36, A5,37.99,0,0
37, C5,38.37,0,0
38, F5,38.8,1,0
39, A5,39.87,0,0
40, F5,40.28,0,0
41, A5,42.52,0,1
42, G5,43.27,0,0
43, F5,43.66,0,0
44, E5,44.05,0,0
45, G5,44.44,0,0
46, F5,44.83,1,0
47, F5,49.85,0,1
48, D6,50.64,1,0
49, D6,51.26,0,0
50, D6,51.88,0,0
51, E6,52.3,0,0
52, D6,53.32,0,0
53, C6,53.75,1,0
54, C6,54.26,0,0
55, A#5,56.75,1,0
56, A#5,57.38,0,0
57, A#5,57.97,0,0
58, D6,58.36,0,0
59, C6,59.52,0,0
60, A5,59.89,1,0
61, G5,62.85,1,0
62, G5,63.48,0,0
63, G5,64.08,0,0
64, A#5,64.47,0,0
65, A5,65.47,0,0
66, G5,65.87,1,0
67, F5,66.64,0,0
68, A5,68.06,0,0
69, D6,68.85,1,0
70, D6,69.34,0,0
71, D6,70.23,0,0
72, C6,71.02,0,0
73, B5,71.39,0,0
74, C6,71.75,1,0
75, D6,74.04,0,0
76, C6,74.82,1,0
77, C6,75.2,0,0
78, C6,78.28,0,1
79, A#5,79.04,0,0
80, A5,79.42,0,0
81, G5,79.83,0,0
82, F5,80.21,0,0
83, A5,80.64,1,0
84, A5,81.1,0,0
85, A#5,84.14,0,1
86, A5,84.89,0,0
87, G5,85.3,0,0
88, A5,85.66,0,0
89, C5,86.09,0,0
90, F5,86.46,1,0
91, A5,89.88,0,1
92, G5,90.62,0,0
93, F5,90.99,0,0
94, E5,91.35,0,0
95, G5,91.72,0,0
96, F5,92.09,1,0
97, D6,97.19,0,1
98, C6,97.94,1,0
99, C6,98.32,0,0
100, C6,101.15,0,1
101, C6,101.7,0,0
102, A#5,102.11,0,0
103, A5,102.47,0,0
104, G5,102.84,0,0
105, F5,103.22,0,0
106, A5,103.59,1,0
107, A5,104.0,0,0
108, A#5,107.03,0,1
109, A5,107.73,0,0
110, G5,108.09,0,0
111, A5,108.47,0,0
112, C5,108.84,0,0
113, F5,109.25,1,0
114, F5,109.63,0,0
115, A5,112.6,0,1
116, G5,113.36,0,0
117, F5,113.92,0,0
118, G5,114.52,0,0
119, A5,115.02,1,0
120, D6,119.91,0,1
121, C6,120.61,1,0
122, C6,121.03,0,0
123, C6,124.15,0,1
124, A#5,124.94,0,0
125, A5,125.33,0,0
126, G5,125.64,0,0
127, F5,126.02,0,0
128, A5,126.38,1,0
129, C6,127.41,0,0
130, A5,127.8,0,0
131, A#5,129.76,0,1
132, A5,130.49,0,0
133, G5,130.84,0,0
134, A5,131.2,0,0
135, C5,131.6,0,0
136, F5,131.94,1,0
137, A5,133.09,0,0
138, F5,133.46,0,0
139, A5,135.51,0,1
140, G5,136.24,0,0
141, F5,136.61,0,0
142, E5,136.96,0,0
143, G5,137.31,0,0
144, F5,137.7,1,0
145, F5,142.7,0,1
146, D6,143.46,1,0
147, D6,143.95,0,0
148, D6,144.53,0,0
149, E6,144.98,0,0
150, D6,145.95,0,0
151, C6,146.37,1,0
152, C6,147.23,0,0
153, A#5,149.21,1,0
154, A#5,149.73,0,0
155, A#5,150.26,0,0
156, D6,150.61,0,0
157, C6,151.61,0,0
158, A5,152.0,1,0
159, G5,154.78,1,0
160, G5,155.36,0,0
161, G5,155.93,0,0
162, A#5,156.32,0,0
163, A5,157.36,0,0
164, G5,157.73,1,0
165, F5,158.44,0,0
166, A5,159.89,0,0
167, D6,160.62,1,0
168, D6,160.8,0,0
169, C6,162.7,0,0
170, B5,163.06,0,0
171, C6,163.4,1,0
172, D6,165.63,0,0
173, C6,166.38,1,0
174, C6,166.79,0,0
175, C6,169.97,0,1
176, A#5,170.56,0,0
177, A5,170.93,0,0
178, G5,171.26,0,0
179, F5,171.62,0,0
180, A5,172.02,1,0
181, A5,172.43,0,0
182, A#5,175.57,0,1
183, A5,176.3,0,0
184, G5,176.67,0,0
185, A5,177.02,0,0
186, C5,177.47,0,0
187, F5,177.87,1,0
188, F5,178.21,0,0
189, A5,181.29,0,1
190, G5,182.05,0,0
191, F5,182.41,0,0
192, E5,182.81,0,0
193, G5,183.16,0,0
194, F5,183.53,1,0
