index,note,duration,tactus,joint
0, D5,2.15,0,0
1, E5,2.78,1,0
2, F#5,3.25,0,0
3, G5,3.77,0,0
4, A5,4.29,0,0
5, B5,4.83,1,0
6, A5,5.85,0,0
7, F#5,6.4,0,0
8, B5,6.84,1,0
9, A5,7.67,0,0
10, G5,7.94,0,0
11, F#5,9.44,0,1
12, E5,9.93,0,0
13, D5,10.99,1,0
14, D5,14.58,0,1
15, E5,15.15,1,0
16, F#5,15.65,0,0
17, G5,16.17,0,0
18, A5,16.73,0,0
19, B5,17.25,1,0
20, A5,18.28,0,0
21, F#5,18.81,0,0
22, B5,19.3,1,0
23, A5,20.13,0,0
24, G5,20.39,0,0
25, F#5,21.93,0,1
26, E5,22.47,0,0
27, D5,23.49,1,0
28, F#5,24.66,0,0
29, F#5,25.17,0,0
30, G5,25.43,0,0
31, A5,25.69,1,0
32, A5,26.22,0,0
33, B5,26.74,0,0
34, A5,27.74,1,0
35, F#5,28.79,0,0
36, F#5,29.34,0,0
37, G5,29.58,0,0
38, A5,29.85,1,0
39, A5,30.38,0,0
40, B5,30.85,0,0
41, A5,31.88,1,0
42, A5,34.33,0,1
43, B5,34.86,0,0
44, C#6,35.38,0,0
45, D6,35.9,1,0
46, A5,36.42,0,0
47, C6,36.88,0,0
48, C6,37.44,0,0
49, B5,37.96,1,0
50, B5,38.45,0,0
51, A5,38.98,0,0
52, G5,39.97,1,0
53, F#5,41.16,0,0
54, F#5,41.61,0,0
55, G5,41.86,0,0
56, A5,42.09,1,0
57, A5,42.54,0,0
58, B5,43.09,0,0
59, A5,44.06,1,0
60, F#5,45.05,0,0
61, F#5,45.55,0,0
62, G5,45.8,0,0
63, A5,46.04,1,0
64, A5,46.5,0,0
65, B5,47.04,0,0
66, A5,48.07,1,0
67, A5,50.47,0,1
68, B5,50.99,0,0
69, C#6,51.45,0,0
70, D6,51.97,1,0
71, A5,52.44,0,0
72, C6,52.98,0,0
73, C6,53.51,0,0
74, B5,53.95,1,0
75, B5,54.54,0,0
76, A5,55.08,0,0
77, G5,56.16,1,0
