index,note,duration,tactus,joint
0, G2,1.74,0,0
1, G2,2.26,1,0
2, G2,3.05,0,0
3, A2,3.32,0,0
4, E3,4.89,0,0
5, D3,5.4,1,0
6, A2,6.21,0,0
7, G2,6.49,0,0
8, G2,8.01,0,0
9, C3,8.52,1,0
10, F3,9.9,0,0
11, F3,10.48,0,0
12, E3,10.97,0,0
13, D3,11.5,1,0
14, G2,13.96,0,0
15, A2,14.47,1,0
16, A2,15.19,0,0
17, D3,15.53,0,0
18, F3,17.21,0,0
19, E3,17.74,1,0
20, B2,18.55,0,0
21, C3,18.83,0,0
22, E3,20.34,0,0
23, A3,20.9,1,0
24, E3,22.35,0,0
25, F3,22.73,0,0
26, G3,22.93,0,0
27, D#3,24.39,0,1
28, E3,24.91,0,0
29, D3,25.87,0,0
30, C3,26.41,0,0
31, C3,26.94,1,0
32, B2,28.01,0,0
33, G2,31.88,0,1
34, C3,32.83,1,0
35, A#2,34.61,0,0
36, G#2,35.57,1,0
37, F#2,37.32,0,0
38, G2,38.23,1,0
39, G2,38.94,0,0
40, A2,39.22,0,0
41, E3,40.67,0,0
42, D3,41.2,1,0
43, A2,42.0,0,0
44, G2,42.27,0,0
45, G2,43.73,0,0
46, C3,44.29,1,0
47, G3,45.73,0,0
48, F3,46.22,0,0
49, G#2,46.72,0,0
50, G2,47.28,1,0
51, G2,49.67,0,0
52, G3,50.26,1,0
53, G3,51.66,0,0
54, G3,52.2,0,0
55, F3,52.99,0,0
56, D#3,53.29,1,0
57, D3,54.04,0,0
58, D#3,54.35,0,0
59, D3,55.74,0,0
60, F3,56.25,1,0
61, E3,56.75,0,0
62, E3,57.26,0,0
63, D3,58.3,0,0
64, E3,58.89,0,0
65, F3,59.41,1,0
66, D3,62.01,0,0
67, G3,62.53,1,0
68, F3,63.03,0,0
69, F3,63.51,0,0
70, E3,64.05,0,0
71, E3,64.56,0,0
72, F3,65.07,0,0
73, C3,65.69,1,0
74, C#3,67.14,0,0
75, D3,67.74,0,0
76, D#3,69.32,0,0
77, E3,70.05,1,0
