index, note, duration, tactus, joint
0, G4,1.1,0,0
1, G4,2.24,0,0
2, F#4,3.81,0,1
3, E4,4.35,0,0
4, D4,4.92,0,0
5, G4,5.47,1,0
6, D5,6.57,0,0
7, B4,8.16,0,1
8, E4,8.78,0,0
9, B4,9.51,0,0
10, C5,9.79,1,0
11, D5,10.28,0,0
12, A4,10.84,0,0
13, D5,11.95,1,0
14, G4,14.19,1,0
15, G4,15.26,0,0
16, F#4,16.73,0,1
17, E4,17.27,0,0
18, D4,17.82,0,0
19, G4,18.31,1,0
20, D5,19.4,0,0
21, B4,20.94,0,1
22, E4,21.51,0,0
23, B4,22.21,0,0
24, C5,22.52,1,0
25, D5,23.06,0,0
26, A4,23.58,0,0
27, D5,24.66,1,0
28, D5,26.82,1,0
29, D5,27.37,0,0
30, C5,27.62,0,0
31, B4,27.89,0,0
32, G4,28.45,0,0
33, D5,28.95,1,0
34, D5,30.0,0,0
35, D5,31.49,0,1
36, C5,31.71,0,0
37, B4,31.98,0,0
38, G4,32.5,0,0
39, D5,33.04,1,0
40, A4,34.06,0,0
41, D4,34.63,0,0
42, E4,35.13,1,0
43, F#4,35.66,0,0
44, G4,36.16,0,0
45, E4,36.71,0,0
46, D4,37.25,1,0
47, A4,38.3,0,0
48, B4,39.28,1,0
49, C5,40.05,0,0
50, D5,40.36,0,0
51, G4,41.42,1,0
52, D5,43.5,1,0
53, D5,44.0,0,0
54, C5,44.24,0,0
55, B4,44.51,0,0
56, G4,45.01,0,0
57, D5,45.52,1,0
58, D5,46.62,0,0
59, D5,47.69,1,0
60, D5,48.2,0,0
61, C5,48.47,0,0
62, B4,48.74,0,0
63, G4,49.25,0,0
64, D5,49.78,1,0
65, A4,50.84,0,0
66, D4,51.49,0,0
67, E4,51.94,1,0
68, F#4,52.43,0,0
69, G4,52.94,0,0
70, E4,53.49,0,0
71, D4,54.03,1,0
72, A4,55.03,0,0
73, B4,56.07,1,0
74, C5,56.84,0,0
75, D5,57.15,0,0
76, G4,58.18,1,0
