index,note,duration,tactus,joint
0, F5,1.67,0,0
1, F#5,4.0,0,0
2, A#4,4.58,0,0
3, D#5,5.03,0,0
4, C5,5.64,1,0
5, D#5,6.76,0,0
6, C#5,7.09,0,0
7, C5,7.37,0,0
8, C#5,7.56,0,0
9, D#5,7.74,0,0
10, C#5,8.02,0,0
11, G#5,10.39,1,0
12, F5,11.42,0,0
13, C#5,11.93,0,0
14, C6,12.66,0,0
15, A#5,13.49,0,0
16, G#5,13.75,0,0
17, F#5,14.02,0,0
18, F5,14.28,0,0
19, D#5,14.51,0,0
20, D#5,14.85,1,0
21, C#5,16.06,0,0
22, C5,16.26,0,0
23, C#5,16.45,0,0
24, A#4,16.61,0,0
25, D#5,16.85,0,0
26, G#4,17.14,0,0
27, F5,19.47,1,0
28, F#5,21.91,0,0
29, A#4,22.44,0,0
30, D#5,22.98,0,0
31, C#5,23.58,1,0
32, C5,25.05,0,0
33, A#4,25.61,0,0
34, C#5,26.17,0,0
35, C5,26.44,0,0
36, D#5,26.71,0,0
37, C#5,26.95,0,0
38, F5,27.19,0,0
39, D#5,27.43,0,0
40, D#5,27.73,1,0
41, C#5,28.93,0,0
42, C#5,29.8,0,0
43, C#5,30.11,0,0
44, C5,30.61,0,0
45, A#4,31.11,0,0
46, C5,31.6,0,0
47, D#5,32.19,1,0
48, C#5,34.28,0,0
49, F5,36.31,1,0
50, D#5,37.85,0,0
51, D5,38.07,0,0
52, B4,38.31,0,0
53, A#4,38.82,0,0
54, A#5,39.4,0,0
55, G#5,39.87,0,0
56, F5,40.39,1,0
57, F#5,40.91,0,0
58, F#5,41.46,0,0
59, F#5,44.54,1,0
60, F5,45.8,0,0
61, D#5,46.03,0,0
62, C#5,46.19,0,0
63, C5,46.32,0,0
64, A#4,46.47,0,0
65, G#4,46.68,0,0
66, C5,47.21,0,0
67, C#5,47.43,0,0
68, D#5,47.72,0,0
69, A#5,48.01,0,0
70, G#5,48.22,0,0
71, F#5,48.44,0,0
72, E5,48.76,1,0
73, F5,49.32,0,0
74, F5,49.89,0,0
75, E5,52.98,1,0
76, D#5,55.04,0,0
77, E5,55.56,0,0
78, F#5,56.01,0,0
79, E5,56.49,0,0
80, E5,57.07,1,0
81, D5,58.41,0,0
82, C#5,58.75,0,0
83, C#5,59.09,0,0
84, G5,61.27,1,0
85, F#5,63.18,0,0
86, G5,63.66,0,0
87, A5,64.11,0,0
88, G5,64.57,0,0
89, G5,65.02,1,0
90, F#5,66.27,0,0
91, E5,66.58,0,0
92, E5,66.93,0,0
93, D#5,68.2,0,0
94, C#5,68.52,0,0
95, C5,68.96,1,0
96, D#5,70.1,0,0
97, D5,71.77,0,0
98, D#5,72.08,0,0
99, F5,72.31,0,0
100, D#5,72.47,0,0
101, C#5,72.63,0,0
102, C5,72.78,0,0
103, A#4,72.94,0,0
104, G#4,73.11,0,0
105, G4,73.24,0,0
106, F4,73.38,0,0
107, D#4,73.51,0,0
108, C#4,73.65,0,0
109, C4,73.79,0,0
110, A#3,73.93,0,0
111, G3,74.08,0,0
112, A#3,74.23,0,0
113, G#3,74.38,0,0
114, F3,74.56,0,0
115, D#3,74.93,1,0
116, G#5,76.09,0,0
117, C5,77.52,0,0
118, F5,78.06,0,0
119, D#5,78.54,0,0
120, D#5,79.2,1,0
121, D5,80.72,0,0
122, C#5,81.28,0,0
123, G4,81.75,0,0
124, C5,82.55,0,0
125, A#4,83.18,0,0
126, G#4,83.92,1,0
