index,note,duration,tactus,joint
0, A4,1.23,0,0
1, E5,3.76,0,1
2, D5,4.12,0,0
3, A4,4.75,0,0
4, G4,5.6,1,0
5, A4,7.02,0,0
6, B4,7.71,1,0
7, A4,8.48,0,0
8, G4,9.85,1,0
9, C5,11.21,0,0
10, B4,11.88,1,0
11, D5,12.27,0,0
12, C5,12.9,0,0
13, B4,13.61,0,0
14, A4,13.96,1,0
15, G4,16.04,1,0
16, D5,17.46,0,0
17, G4,18.12,1,0
18, B4,18.83,0,0
19, D5,19.48,0,0
20, A4,20.15,1,0
21, B4,20.87,0,0
22, A4,22.21,1,0
23, D5,23.63,0,0
24, A4,24.27,1,0
25, B4,24.93,0,0
26, C5,25.59,0,0
27, D5,26.31,1,0
28, A4,27.0,0,0
29, G4,28.29,1,0
30, D5,30.34,1,0
31, C#5,31.05,0,0
32, F5,32.29,1,0
33, D5,34.55,0,2
34, E5,34.92,0,0
35, D5,35.57,0,0
36, A4,36.22,1,0
37, D5,36.94,0,0
38, C5,37.56,0,0
39, B4,37.93,0,0
40, A4,38.33,1,0
41, G4,41.79,1,0
42, D5,43.77,1,0
43, A4,44.76,0,0
44, B4,45.43,0,0
45, G4,45.8,1,0
46, A4,46.48,0,0
47, G4,47.91,1,0
48, B4,48.6,0,0
49, D5,49.29,0,0
50, E5,49.99,1,0
51, D5,50.68,0,0
52, C#5,52.02,1,0
53, E5,54.01,1,0
54, D5,55.84,1,0
55, G4,57.81,1,0
56, A4,58.83,0,0
57, C5,59.48,0,0
58, A4,59.86,1,0
59, C5,60.54,0,0
60, D5,61.15,0,0
61, A4,61.91,1,0
62, B4,62.6,0,0
63, A4,63.93,1,0
