index,note,duration,tactus,joint
0, E5,1.31,0,0
1, A5,2.68,0,0
2, G5,3.91,1,0
3, E5,4.52,0,0
4, F#5,5.44,0,0
5, G5,5.77,0,0
6, F#5,6.13,0,0
7, F#5,6.45,1,0
8, G5,7.1,0,0
9, E5,7.71,0,0
10, D5,8.35,0,0
11, E5,9.57,0,1
12, F#5,10.59,0,0
13, G5,10.9,0,0
14, A5,11.24,0,0
15, B5,11.58,1,0
16, B5,12.83,0,0
17, E5,14.19,1,0
18, A5,15.34,0,0
19, G5,15.98,0,0
20, F#5,16.94,0,1
21, E5,17.29,0,0
22, D5,17.59,0,0
23, C5,17.91,0,0
24, B4,19.19,1,0
25, E5,20.45,0,0
26, D5,21.69,1,0
27, B4,22.24,0,0
28, C5,23.16,0,0
29, D5,23.51,0,0
30, E5,23.84,0,0
31, F#5,24.16,1,0
32, G5,24.74,0,0
33, E5,25.37,0,0
34, D5,26.01,0,0
35, G5,27.21,0,1
36, F#5,27.88,0,0
37, G5,28.45,0,0
38, F#5,29.43,0,1
39, E5,29.75,0,0
40, D5,30.07,0,0
41, C5,30.37,0,0
42, B4,30.97,0,0
43, B5,31.61,1,0
44, C6,32.9,0,0
45, B5,33.78,0,0
46, A5,34.11,1,0
47, G5,34.73,0,0
48, F#5,35.99,0,0
49, E5,36.33,0,0
50, G5,36.7,1,0
51, F#5,37.31,0,0
52, B5,37.91,0,0
53, A5,39.1,1,0
54, D5,39.72,0,0
55, G5,40.32,0,0
56, F#5,41.56,1,0
57, B5,42.17,0,0
58, A5,43.28,0,0
59, B5,43.92,1,0
60, C6,44.84,0,0
61, D6,45.24,0,0
62, B5,45.85,0,0
63, G5,47.03,0,1
64, F#5,47.72,0,0
65, G5,48.27,0,0
66, A5,49.17,0,1
67, B5,49.47,0,0
68, C6,49.77,0,0
69, D6,50.08,0,0
70, D5,50.66,0,0
71, E5,51.33,1,0
72, G5,51.92,0,0
73, F#5,52.56,0,0
74, E5,52.85,0,0
75, F#5,53.19,0,0
76, B4,53.84,1,0
77, B4,54.47,0,0
78, D5,55.12,0,0
79, E5,55.69,0,0
80, B4,56.35,1,0
81, C5,56.67,0,0
82, D5,56.99,0,0
83, E5,57.28,0,0
84, F#5,57.61,0,0
85, B4,58.24,0,0
86, C5,58.88,1,0
87, D5,59.18,0,0
88, E5,59.48,0,0
89, F#5,59.76,0,0
90, G5,60.11,0,0
91, E5,60.72,0,0
92, F#5,61.56,0,1
93, G5,61.93,0,0
94, A5,62.26,0,0
95, B5,62.59,0,0
96, B4,63.18,0,0
97, C5,63.88,1,0
98, D5,64.21,0,0
99, E5,64.51,0,0
100, F#5,64.86,0,0
101, G5,65.14,0,0
102, A5,65.39,0,0
103, B5,65.79,0,0
104, C6,66.09,0,0
105, G5,66.68,0,1
106, B5,67.03,0,0
107, A5,67.67,0,0
108, B5,68.34,0,0
109, C6,68.98,1,0
110, B5,70.25,0,0
111, E5,71.57,1,0
112, G5,72.19,0,0
113, F#5,72.83,0,0
114, E5,74.08,1,0
115, G5,74.74,0,0
116, D5,75.44,0,0
117, G5,75.78,0,0
118, F#5,76.36,0,0
119, G5,76.77,1,0
120, B5,79.72,0,1
121, A5,80.35,0,0
122, G5,80.91,0,0
123, E5,81.66,1,0
124, C6,82.31,0,0
125, B5,83.19,0,0
126, B5,83.52,0,0
127, C6,84.23,1,0
128, A5,84.8,0,0
129, C6,85.44,0,0
130, B5,86.27,0,0
131, B5,86.66,1,0
132, C6,87.26,0,0
133, A5,87.91,0,0
134, G5,89.09,1,0
135, G5,93.26,0,1
136, G5,93.88,1,0
137, C5,94.52,0,0
138, D5,94.84,0,0
139, E5,95.11,0,0
140, F#5,95.45,0,0
141, G5,95.72,0,0
142, D5,96.37,1,0
143, G5,96.96,0,0
144, F#5,98.2,0,0
145, G5,98.77,1,0
146, B5,102.84,0,1
147, A5,103.95,0,1
148, B5,104.6,0,0
149, E5,105.32,0,0
150, B5,105.84,1,0
151, C6,106.41,0,0
152, B5,107.54,0,0
153, B5,107.83,0,0
154, A5,108.55,1,0
155, G5,109.18,0,0
156, C6,109.79,0,0
157, B5,111.04,1,0
158, A5,112.24,0,0
159, G5,112.81,0,0
160, E5,113.41,1,0
161, G5,114.09,0,0
162, F#5,114.97,0,0
163, F#5,115.38,0,0
164, G5,116.02,1,0
165, E5,116.68,0,0
166, G5,117.29,0,0
167, D6,118.24,0,0
168, F#5,118.6,1,0
169, G5,119.23,0,0
170, E5,119.88,0,0
171, B5,121.74,0,1
172, A5,122.35,0,0
173, G5,122.96,0,0
174, E5,124.18,0,1
175, G5,124.71,0,0
176, F#5,125.42,0,0
177, E5,126.29,0,1
178, E5,126.61,0,0
179, D#5,127.84,0,0
180, G5,128.98,0,1
181, F#5,129.67,0,0
182, G5,130.26,0,0
183, E5,131.13,0,1
184, C6,131.5,0,0
185, B5,132.1,0,0
186, C6,132.76,0,0
187, B5,133.59,0,1
188, A5,134.8,0,0
189, A5,135.2,0,0
190, G5,136.1,0,1
191, G5,136.44,0,0
192, F#5,137.68,0,0
193, G5,138.24,1,0
194, G5,139.14,0,0
195, F#5,139.53,0,0
196, D5,140.13,0,0
197, E5,140.73,1,0
198, F#5,141.02,0,0
199, G5,141.31,0,0
200, A5,141.62,0,0
201, B5,141.87,0,0
