index,note,duration,tactus,joint
0, C3,1.53,0,0
1, G3,2.5,0,0
2, C4,3.46,1,0
3, G3,5.46,1,0
4, A3,6.33,0,0
5, C4,6.76,0,0
6, D4,7.25,1,0
7, G3,8.61,0,0
8, A3,9.06,1,0
9, B3,9.47,0,0
10, C4,9.88,0,0
11, D4,10.32,0,0
12, E4,10.77,1,0
13, C4,12.05,0,0
14, F4,12.54,1,0
15, D4,13.19,0,0
16, D4,13.42,0,0
17, C4,13.86,0,0
18, D4,14.07,0,0
19, E4,14.31,1,0
20, D4,14.96,0,0
21, C4,15.19,0,0
22, A3,15.65,0,0
23, D4,16.11,1,0
24, C4,16.76,0,0
25, B3,16.97,0,0
26, A3,17.17,0,0
27, G3,17.37,0,0
28, F3,17.56,0,0
29, G3,17.79,1,0
30, E3,18.23,0,0
31, G3,19.57,1,0
32, A3,20.41,0,0
33, B3,20.84,0,0
34, C4,21.26,1,0
35, G3,22.48,0,0
36, A3,22.95,1,0
37, B3,23.36,0,0
38, C4,23.78,0,0
39, D4,24.18,0,0
40, E4,24.64,1,0
41, C4,25.84,0,0
42, D4,26.08,0,0
43, E4,26.32,1,0
44, D4,26.92,0,0
45, C4,27.16,0,0
46, D4,27.61,0,0
47, E4,27.81,0,0
48, D4,28.04,1,0
49, C4,28.69,0,0
50, B3,28.92,0,0
51, C4,29.37,0,0
52, D4,29.55,0,0
53, C4,29.78,1,0
54, A3,30.19,0,0
55, C4,30.65,0,0
56, B3,30.84,0,0
57, A3,31.06,0,0
58, G#3,31.25,0,0
59, A3,31.49,1,0
60, E3,33.32,1,0
61, D3,34.19,0,0
62, E3,34.61,0,0
63, F3,35.07,1,0
64, G3,35.92,0,0
65, A3,36.37,0,0
66, G3,36.84,1,0
67, B3,37.29,0,0
68, A3,37.49,0,0
69, G3,37.72,0,0
70, F3,38.17,0,0
71, E3,38.64,1,0
72, F3,40.44,1,0
73, G3,41.32,0,0
74, A3,41.75,0,0
75, B3,42.13,1,0
76, C4,43.06,0,0
77, D4,43.53,0,0
78, C4,43.91,1,0
79, D4,44.36,0,0
80, C4,44.54,0,0
81, B3,44.74,0,0
82, A3,45.22,0,0
83, G3,45.65,1,0
84, F3,47.5,1,0
85, G3,48.38,0,0
86, A3,48.82,0,0
87, B3,49.25,1,0
88, C4,50.18,0,0
89, D4,50.66,0,0
90, E4,51.1,1,0
91, D4,52.4,0,0
92, C4,52.85,1,0
93, A3,53.81,0,0
94, D4,54.74,1,0
95, C4,55.19,0,0
96, B3,55.4,0,0
97, A3,55.58,0,0
98, B3,55.79,0,0
99, C4,56.03,1,0
100, G3,57.74,1,0
101, G3,58.22,0,0
102, G3,58.41,0,0
103, A3,58.68,0,0
104, G3,59.08,0,0
105, E3,59.3,0,0
106, G3,59.52,1,0
107, E3,60.0,0,0
108, C4,61.3,1,0
109, C4,61.75,0,0
110, C4,61.97,0,0
111, D4,62.24,0,0
112, C4,62.63,0,0
113, A3,62.85,0,0
114, C4,63.08,1,0
115, G3,64.91,1,0
116, A3,65.36,0,0
117, B3,65.58,0,0
118, C4,65.8,0,0
119, D4,66.23,0,0
120, E4,66.43,0,0
121, E4,66.68,1,0
122, D4,67.48,0,0
123, F4,67.91,0,0
124, C4,68.34,1,0
125, B3,69.35,0,0
126, E4,69.62,0,0
127, D4,69.85,0,0
128, C4,70.1,1,0
129, A3,71.8,1,0
130, E3,72.88,0,0
131, A3,73.34,0,0
132, B3,73.8,1,0
133, A3,74.76,0,0
134, C4,75.65,1,0
135, B3,76.07,0,0
136, A3,76.47,0,0
137, G#3,76.89,0,0
138, A3,77.33,1,0
139, C4,79.07,1,0
140, G3,79.98,0,0
141, C4,80.4,0,0
142, D4,80.85,1,0
143, G3,81.75,0,0
144, A3,82.62,1,0
145, F3,83.04,0,0
146, E3,83.46,0,0
147, D3,83.66,0,0
148, C3,83.84,0,0
149, B2,84.09,0,0
150, A2,84.34,1,0
151, C3,86.08,1,0
152, G3,87.04,0,0
153, C4,87.97,1,0
154, G3,89.77,1,0
155, A3,90.22,0,0
156, G3,90.59,0,0
157, B3,90.83,0,0
158, C4,91.1,0,0
159, D4,91.61,1,0
160, G3,92.96,0,0
161, A3,93.43,1,0
162, B3,93.84,0,0
163, C4,94.27,0,0
164, D4,94.67,0,0
165, E4,95.13,1,0
166, D4,95.73,0,0
167, C4,96.0,0,0
168, A3,96.5,0,0
169, D4,96.97,1,0
170, C4,97.64,0,0
171, B3,97.83,0,0
172, A3,98.05,0,0
173, B3,98.25,0,0
174, C4,98.46,0,0
175, B3,98.81,1,0
176, A3,99.48,0,0
177, E3,99.73,0,0
178, F3,100.16,0,0
179, G3,100.4,0,0
180, A3,100.67,1,0
181, G3,101.28,0,0
182, F3,101.5,0,0
183, G3,101.7,0,0
184, A3,101.9,0,0
185, B3,102.12,0,0
186, C4,102.37,1,0
187, B3,103.02,0,0
188, A3,103.24,0,0
189, B3,103.46,0,0
190, C4,103.64,0,0
191, D4,103.86,0,0
192, E4,104.1,1,0
193, D4,104.75,0,0
194, C4,104.94,0,0
195, B3,105.16,0,0
196, A3,105.35,0,0
197, B3,105.55,0,0
198, C4,105.8,0,0
