index,note,duration,tactus,joint
0, D3,1.22,0,0
1, D3,1.65,0,0
2, D3,1.96,0,0
3, D3,4.14,0,1
4, E3,4.54,0,0
5, F3,4.96,0,0
6, A3,5.26,1,0
7, G3,6.28,0,0
8, G3,9.25,1,1
9, G3,9.67,0,0
10, G3,10.03,0,0
11, A3,10.31,0,0
12, A3,10.67,0,0
13, A3,11.07,0,0
14, A#3,11.33,1,0
15, A#3,11.66,0,0
16, A#3,12.02,0,0
17, C#4,12.33,0,0
18, D4,12.68,0,0
19, E4,13.06,0,0
20, A3,13.35,1,0
21, D4,17.5,1,1
22, D4,17.98,0,0
23, D4,18.24,0,0
24, D4,20.46,0,1
25, C4,20.82,0,0
26, A#3,21.19,0,0
27, A3,21.48,1,0
28, G3,22.46,0,0
29, D4,25.4,1,1
30, A3,25.79,0,0
31, F3,26.16,0,0
32, A3,26.44,0,0
33, F3,26.8,0,0
34, D3,27.14,0,0
35, F3,27.44,1,0
36, E3,27.79,0,0
37, D3,28.16,0,0
38, E3,28.43,0,0
39, D3,28.77,0,0
40, C#3,29.18,0,0
41, D3,29.51,1,0
42, G3,33.51,1,1
43, G3,33.92,0,0
44, G3,34.22,0,0
45, G3,34.51,0,0
46, F3,34.86,0,0
47, E3,35.21,0,0
48, F3,35.5,1,0
49, F3,35.94,0,0
50, F3,36.23,0,0
51, F3,36.5,0,0
52, E3,36.86,0,0
53, D3,37.22,0,0
54, E3,37.47,1,0
55, E3,37.9,0,0
56, E3,38.22,0,0
57, E3,38.5,0,0
58, F3,38.82,0,0
59, G3,39.19,0,0
60, A3,39.5,1,0
61, G3,41.56,1,0
62, G3,41.97,0,0
63, G3,42.27,0,0
64, G3,42.58,0,0
65, F3,42.94,0,0
66, E3,43.32,0,0
67, F3,43.61,1,0
68, F3,44.05,0,0
69, F3,44.34,0,0
70, F3,44.65,0,0
71, E3,45.0,0,0
72, D3,45.41,0,0
73, E3,45.69,1,0
74, E3,46.09,0,0
75, E3,46.46,0,0
76, F3,46.74,0,0
77, G3,47.1,0,0
78, F3,47.49,0,0
79, E3,47.81,1,0
80, D3,49.97,1,0
81, D3,50.44,0,0
82, D3,50.71,0,0
83, D3,53.05,0,1
84, E3,53.39,0,0
85, F3,53.78,0,0
86, A3,54.12,1,0
87, G3,55.09,0,0
88, G3,58.21,1,1
89, G3,58.59,0,0
90, G3,58.95,0,0
91, A3,59.3,0,0
92, A3,59.64,0,0
93, A3,60.04,0,0
94, A#3,60.33,1,0
95, A#3,60.68,0,0
96, A#3,61.02,0,0
97, C#4,61.34,0,0
98, D4,61.73,0,0
99, E4,62.1,0,0
100, A3,62.4,1,0
101, D4,66.53,1,1
102, D4,67.01,0,0
103, D4,67.34,0,0
104, D4,69.67,0,1
105, C4,70.06,0,0
106, A#3,70.43,0,0
107, A3,70.74,1,0
108, G3,71.75,0,0
109, D4,75.02,1,1
110, A3,75.23,0,0
111, F3,75.63,0,0
112, A3,75.96,0,0
113, F3,76.32,0,0
114, D3,76.68,0,0
115, F3,76.97,1,0
116, E3,77.34,0,0
117, D3,77.73,0,0
118, E3,78.04,0,0
119, D3,78.4,0,0
120, C#3,78.83,0,0
121, D3,79.36,1,0
122, D3,83.56,1,1
123, D3,84.03,0,0
124, D3,84.34,0,0
125, D3,86.67,0,1
126, E3,87.07,0,0
127, F3,87.43,0,0
128, A3,87.76,1,0
129, G3,88.78,0,0
130, G3,91.8,1,1
131, G3,92.19,0,0
132, G3,92.56,0,0
133, A3,92.88,0,0
134, A3,93.25,0,0
135, A3,93.61,0,0
136, A#3,93.92,1,0
137, A#3,94.29,0,0
138, A#3,94.65,0,0
139, C#4,94.96,0,0
140, D4,95.31,0,0
141, E4,95.69,0,0
142, A3,95.98,1,0
143, D4,100.37,1,1
144, D4,100.85,0,0
145, D4,101.18,0,0
146, D4,103.5,0,1
147, C4,103.9,0,0
148, A#3,104.27,0,0
149, A3,104.56,1,0
150, G3,105.66,0,0
151, D4,108.56,1,1
152, A3,108.95,0,0
153, F3,109.32,0,0
154, A3,109.62,0,0
155, F3,109.98,0,0
156, D3,110.32,0,0
157, F3,110.64,1,0
158, E3,111.02,0,0
159, D3,111.39,0,0
160, E3,111.7,0,0
161, D3,112.04,0,0
162, C#3,112.45,0,0
163, D3,112.81,1,0
164, G3,116.83,1,1
165, G3,117.24,0,0
166, G3,117.6,0,0
167, G3,117.91,0,0
168, F3,118.28,0,0
169, E3,118.63,0,0
170, F3,118.98,1,0
171, F3,119.41,0,0
172, F3,119.7,0,0
173, F3,119.99,0,0
174, E3,120.39,0,0
175, D3,120.81,0,0
176, E3,121.11,1,0
177, E3,121.54,0,0
178, E3,121.84,0,0
179, E3,122.14,0,0
180, F3,122.52,0,0
181, G3,122.92,0,0
182, A3,123.29,1,0
183, G3,125.48,1,0
184, G3,125.93,0,0
185, G3,126.23,0,0
186, G3,126.6,0,0
187, F3,126.96,0,0
188, E3,127.34,0,0
189, F3,127.63,1,0
190, F3,128.11,0,0
191, F3,128.4,0,0
192, F3,128.72,0,0
193, E3,129.1,0,0
194, D3,129.54,0,0
195, E3,129.85,1,0
196, E3,130.25,0,0
197, E3,130.62,0,0
198, F3,130.93,0,0
199, G3,131.32,0,0
200, F3,131.73,0,0
201, E3,132.05,1,0
202, D3,134.25,1,0
203, D3,134.7,0,0
204, D3,135.01,0,0
205, D3,137.38,0,1
206, E3,137.78,0,0
207, F3,138.17,0,0
208, A3,138.51,1,0
209, G3,139.52,0,0
210, G3,142.58,1,1
211, G3,143.0,0,0
212, G3,143.35,0,0
213, A3,143.72,0,0
214, A3,144.12,0,0
215, A3,144.48,0,0
216, A#3,144.79,1,0
217, A#3,145.18,0,0
218, A#3,145.57,0,0
219, C#4,145.86,0,0
220, D4,146.19,0,0
221, E4,146.59,0,0
222, A3,146.94,1,0
223, D4,151.1,1,1
224, D4,151.58,0,0
225, D4,151.91,0,0
226, D4,154.23,0,1
227, C4,154.62,0,0
228, A#3,154.99,0,0
229, A3,155.3,1,0
230, G3,156.29,0,0
231, D4,159.25,1,1
232, A3,159.66,0,0
233, F3,159.97,0,0
234, A3,160.29,0,0
235, F3,160.62,0,0
236, D3,161.0,0,0
237, F3,161.31,1,0
238, E3,161.68,0,0
239, D3,162.0,0,0
240, E3,162.32,0,0
241, D3,162.67,0,0
242, C#3,163.06,0,0
243, D3,163.45,1,0
244, D4,167.66,1,1
245, A3,168.03,0,0
246, F3,168.43,0,0
247, A3,168.73,0,0
248, F3,169.12,0,0
