index, note, duration, tactus, joint
0, F3,1.63,0,0
1, F3,2.48,0,0
2, E3,2.78,1,0
3, D3,3.4,0,0
4, E3,3.68,0,0
5, F3,3.99,1,0
6, A3,4.82,0,0
7, C4,5.13,1,0
8, A#3,6.23,1,0
9, A3,6.5,0,0
10, G3,6.75,0,0
11, F3,7.01,0,0
12, E3,7.29,1,0
13, D3,7.81,0,0
14, G3,8.08,0,0
15, C3,8.36,1,0
16, C3,9.13,0,0
17, C3,9.39,1,0
18, E3,10.47,1,0
19, F3,10.72,0,0
20, G3,11.01,0,0
21, A#3,11.83,0,1
22, A3,12.08,0,0
23, G3,12.32,0,0
24, F3,12.63,1,0
25, G3,13.38,0,0
26, A3,13.65,1,0
27, G#3,14.67,1,0
28, A3,14.94,0,0
29, B3,15.17,0,0
30, A#3,15.72,1,0
31, D4,15.97,0,0
32, C4,16.22,0,0
33, B3,16.44,0,0
34, A3,16.73,1,0
35, B3,17.49,0,0
36, C4,17.75,1,0
37, D4,18.79,1,0
38, F4,19.06,0,0
39, F4,19.57,0,0
40, D4,19.82,1,0
41, A#3,20.3,0,0
42, D4,20.55,0,0
43, C4,20.83,1,0
44, A3,21.27,0,0
45, A#3,21.56,0,0
46, C4,21.85,1,0
47, A3,22.58,0,0
48, A#3,22.86,1,0
49, A3,23.58,0,0
50, G3,23.85,1,0
51, C4,24.34,0,0
52, A3,24.88,1,0
53, A#3,25.12,0,0
54, G3,25.34,0,0
55, A3,25.58,0,0
56, F3,25.91,1,0
57, E3,26.75,0,0
58, F3,27.02,1,0
59, F3,27.8,0,0
60, D3,28.11,1,0
61, A#2,28.58,0,0
62, D3,28.81,0,0
63, C3,29.09,1,0
64, A2,29.58,0,0
65, C3,29.83,0,0
66, C3,30.1,1,0
67, G2,31.17,1,0
68, A2,31.45,0,0
69, A#2,31.71,0,0
70, C3,31.96,0,0
71, D3,32.17,1,0
72, E3,32.41,0,0
73, F3,32.64,0,0
74, G3,32.89,0,0
75, F3,33.15,1,0
76, E3,33.99,0,0
77, F3,34.26,1,0
