index, note, duration, tactus, joint
0, G5,1.17,0,0
1, G5,1.66,1,0
2, D5,2.72,0,0
3, E5,3.62,1,0
4, D5,4.21,0,0
5, C5,4.45,0,0
6, B4,4.7,0,0
7, C5,5.22,0,0
8, B4,5.43,0,0
9, A4,5.72,1,0
10, G4,6.17,0,0
11, F#4,6.64,0,0
12, G4,7.14,0,0
13, D4,7.66,1,0
14, C5,8.89,0,0
15, B4,9.13,0,0
16, A4,9.35,0,0
17, G4,9.64,1,0
18, D4,10.64,0,0
19, E5,11.63,1,0
20, D5,12.1,0,0
21, C5,12.36,0,0
22, B4,12.6,0,0
23, C5,13.09,0,0
24, B4,13.31,0,0
25, A4,13.59,1,0
26, G4,14.08,0,0
27, F#4,14.54,0,0
28, G4,15.08,0,0
29, D5,15.56,1,0
30, G5,17.04,0,0
31, G5,17.56,1,0
32, D5,18.58,0,0
33, E5,19.47,1,0
34, D5,20.01,0,0
35, C5,20.25,0,0
36, B4,20.51,0,0
37, C5,20.98,0,0
38, B4,21.21,0,0
39, A4,21.51,1,0
40, G4,21.98,0,0
41, F#4,22.45,0,0
42, G4,22.94,0,0
43, D4,23.51,1,0
44, C5,24.63,0,0
45, B4,24.84,0,0
46, A4,25.08,0,0
47, G4,25.35,1,0
48, D4,26.31,0,0
49, E5,27.33,1,0
50, D5,27.79,0,0
51, C5,27.99,0,0
52, B4,28.24,0,0
53, C5,28.73,0,0
54, B4,28.95,0,0
55, A4,29.22,1,0
56, G4,29.71,0,0
57, F#4,30.16,0,0
58, G4,30.69,0,0
59, D5,31.16,1,0
60, D5,32.65,0,0
61, D5,33.16,1,0
62, G4,34.21,0,0
63, D5,35.23,1,0
64, D5,36.64,0,0
65, C5,37.17,1,0
66, B4,38.61,0,0
67, A4,39.1,1,0
68, E5,40.56,0,0
69, D5,41.07,1,0
70, C5,42.46,0,0
71, B4,42.93,1,0
72, C5,44.35,0,0
73, D5,44.85,1,0
74, D4,45.78,0,0
75, G4,46.82,1,0
76, D5,48.24,0,0
77, D5,48.71,1,0
78, G4,49.74,0,0
79, D5,50.65,1,0
80, D5,51.99,0,0
81, C5,52.47,1,0
82, B4,53.87,0,0
83, A4,54.33,1,0
84, E5,55.76,0,0
85, D5,56.26,1,0
86, C5,57.63,0,0
87, B4,58.07,1,0
88, C5,59.46,0,0
89, D5,59.96,1,0
90, D4,60.99,0,0
91, G4,61.91,1,0
