index,note,duration,tactus,joint
0, A2,2.15,0,0
1, C3,2.76,0,0
2, E3,3.28,0,0
3, D3,4.28,1,0
4, F3,4.78,0,0
5, E3,5.29,0,0
6, D3,6.38,1,0
7, B2,7.4,0,0
8, C3,8.44,1,0
9, B2,8.98,0,0
10, C3,9.23,0,0
11, A2,9.51,0,0
12, G#2,10.54,1,0
13, E3,11.02,0,0
14, D#3,11.24,0,0
15, E3,11.51,0,0
16, D3,11.97,0,0
17, C3,12.46,1,0
18, A3,12.96,0,0
19, E3,13.41,0,0
20, C3,13.88,0,0
21, B2,14.35,1,0
22, G3,14.83,0,0
23, F#3,15.02,0,0
24, G3,15.28,0,0
25, F3,15.72,0,0
26, E3,16.29,1,0
27, C4,16.75,0,0
28, G3,17.23,0,0
29, E3,17.69,0,0
30, F3,18.25,1,0
31, A3,18.7,0,0
32, B3,19.12,0,0
33, C4,19.61,0,0
34, G3,20.07,1,0
35, A3,20.54,0,0
36, B3,20.77,0,0
37, C4,21.0,0,0
38, B3,21.22,0,0
39, A3,21.43,0,0
40, G3,21.64,0,0
41, E3,21.88,1,0
42, F#3,22.32,0,0
43, G#3,22.79,0,0
44, A3,23.26,0,0
45, B3,23.78,1,0
46, G#3,24.47,0,0
47, E3,24.71,0,0
48, D3,24.92,0,0
49, C3,25.17,0,0
50, B2,25.4,0,0
51, A2,25.67,1,0
52, C3,26.38,0,0
53, E3,26.64,0,0
54, D3,27.64,1,0
55, E3,27.89,0,0
56, F3,28.11,0,0
57, G3,28.33,0,0
58, E3,28.59,0,0
59, D3,29.58,1,0
60, C3,30.32,0,0
61, B2,30.57,0,0
62, D3,31.05,0,0
63, C3,31.53,1,0
64, B2,32.0,0,0
65, C3,32.22,0,0
66, A2,32.48,0,0
67, D3,33.51,1,0
68, F3,33.97,0,0
69, E3,34.21,0,0
70, F3,34.45,0,0
71, D#3,34.89,0,0
72, E3,35.38,1,0
73, A3,35.84,0,0
74, B3,36.06,0,0
75, C4,36.32,0,0
76, A3,37.06,0,0
77, B3,37.32,1,0
78, A3,37.78,0,0
79, G#3,38.26,0,0
80, B3,38.75,0,0
81, A3,39.17,1,0
82, C4,39.86,0,0
83, A3,40.11,0,0
84, E3,40.31,0,0
85, C3,40.54,0,0
86, A2,40.78,0,0
87, D3,41.08,1,0
88, A3,41.55,0,0
89, G#3,41.78,0,0
90, A3,42.04,0,0
91, B3,42.53,0,0
92, C4,43.08,1,0
93, E4,43.54,0,0
94, D#4,44.01,0,0
95, E4,44.47,0,0
96, E3,44.9,1,0
97, D4,45.67,0,0
98, C4,45.89,0,0
99, B3,46.12,0,0
100, G#3,46.34,0,0
101, A3,46.57,0,0
102, A3,46.81,1,0
103, E3,47.3,0,0
104, A2,47.74,0,0
