index, note, duration, tactus, joint
0, G3,1.37,0,0
1, G3,1.87,1,0
2, E3,4.18,0,1
3, F3,4.63,0,0
4, G3,4.91,0,0
5, A3,5.39,0,0
6, B3,5.9,1,0
7, C4,6.24,0,0
8, A3,6.61,0,0
9, B3,6.9,0,0
10, G3,7.32,0,0
11, F3,7.84,1,0
12, G3,11.34,0,1
13, D4,11.81,1,0
14, E4,13.84,0,1
15, C4,14.21,0,0
16, D4,14.48,0,0
17, B3,14.9,0,0
18, C4,15.35,1,0
19, B3,15.69,0,0
20, A3,16.05,0,0
21, G3,16.32,0,0
22, F3,16.79,0,0
23, E3,17.25,1,0
24, G3,20.69,0,1
25, G3,21.21,1,0
26, E3,23.49,0,1
27, F3,23.91,0,0
28, G3,24.19,0,0
29, A3,24.65,0,0
30, B3,25.12,1,0
31, C4,25.46,0,0
32, A3,25.84,0,0
33, B3,26.1,0,0
34, G3,26.52,0,0
35, F3,27.02,1,0
36, G3,30.28,0,1
37, D4,30.8,1,0
38, E4,33.04,0,1
39, C4,33.46,0,0
40, D4,33.73,0,0
41, B3,34.21,0,0
42, C4,34.67,1,0
43, B3,35.01,0,0
44, A3,35.38,0,0
45, G3,35.65,0,0
46, F3,36.1,0,0
47, E3,36.59,1,0
48, C4,40.34,1,1
49, C4,40.71,0,0
50, C4,41.07,0,0
51, C4,41.31,0,0
52, B3,41.78,0,0
53, D4,42.2,1,0
54, D4,42.54,0,0
55, C4,42.92,0,0
56, B3,43.18,0,0
57, A3,43.62,0,0
58, A3,44.07,1,0
59, G3,44.55,0,0
60, B3,47.67,1,1
61, B3,48.02,0,0
62, B3,48.37,0,0
63, B3,48.63,0,0
64, A3,49.05,0,0
65, A3,49.49,1,0
66, G3,49.81,0,0
67, G3,50.22,0,0
68, G3,50.48,0,0
69, A3,50.94,0,0
70, G3,51.38,1,0
71, F3,51.62,0,0
72, E3,51.88,0,0
73, C4,55.11,1,1
74, C4,55.47,0,0
75, C4,55.86,0,0
76, C4,56.12,0,0
77, B3,56.54,0,0
78, D4,56.95,1,0
79, D4,57.26,0,0
80, C4,57.68,0,0
81, B3,57.92,0,0
82, A3,58.32,0,0
83, A3,58.81,1,0
84, G3,59.21,0,0
85, B3,62.46,1,1
86, B3,62.83,0,0
87, B3,63.18,0,0
88, B3,63.44,0,0
89, A3,63.84,0,0
90, A3,64.27,1,0
91, G3,64.62,0,0
92, G3,65.0,0,0
93, G3,65.26,0,0
94, A3,65.67,0,0
95, G3,66.1,1,0
96, F3,66.34,0,0
97, E3,66.67,0,0
98, G3,68.94,0,1
99, G3,69.26,0,0
100, G3,69.49,0,0
101, A3,69.96,0,0
