index, note, duration, tactus, joint
0, E3,1.15,0,0
1, G3,1.93,1,0
2, E3,3.28,1,0
3, C3,3.49,0,0
4, E3,3.94,0,0
5, G3,4.27,0,0
6, A3,4.61,1,0
7, E3,6.03,1,0
8, C3,6.19,0,0
9, E3,6.68,0,0
10, G3,7.03,0,0
11, B3,7.33,1,0
12, C4,7.73,0,0
13, B3,8.05,0,0
14, C4,8.37,0,0
15, B3,8.74,1,0
16, C4,9.07,0,0
17, D4,9.4,0,0
18, C4,9.86,0,0
19, G3,10.03,1,0
20, F#3,11.72,0,1
21, G3,12.07,0,0
22, G#3,12.38,0,0
23, A3,12.7,1,0
24, F3,14.1,1,0
25, D3,14.43,0,0
26, F3,14.76,0,0
27, A3,15.07,0,0
28, A#3,15.43,1,0
29, F3,16.83,1,0
30, D3,17.1,0,0
31, F3,17.41,0,0
32, A3,17.76,0,0
33, E4,18.08,1,0
34, D4,18.57,0,0
35, E4,18.73,0,0
36, D4,19.1,0,0
37, E4,19.38,1,0
38, D4,19.68,0,0
39, B3,20.0,0,0
40, G3,20.34,0,0
41, A3,21.02,0,1
42, G#3,21.67,0,0
43, G3,21.98,1,0
44, E3,22.15,0,0
45, E3,22.53,0,0
46, F3,22.66,0,0
47, F#3,22.99,0,0
48, G3,23.33,1,0
49, E3,24.7,1,0
50, C3,24.87,0,0
51, E3,25.32,0,0
52, G3,25.63,0,0
53, A3,25.98,1,0
54, E3,27.42,1,0
55, C3,27.61,0,0
56, E3,28.05,0,0
57, G3,28.38,0,0
58, D4,28.66,1,0
59, C4,29.19,0,0
60, D4,29.35,0,0
61, C4,29.67,0,0
62, D4,29.98,1,0
63, C4,30.26,0,0
64, D4,30.58,0,0
65, C4,30.78,0,0
66, A3,31.26,0,0
67, B3,32.61,1,1
68, C4,34.33,0,1
69, A3,34.99,0,0
70, G3,35.34,1,0
71, E3,36.0,0,0
72, G3,36.13,0,0
73, C4,36.61,1,0
74, C4,36.8,0,0
75, C4,36.96,0,0
76, C4,37.22,0,0
77, A3,37.55,0,0
78, G3,37.85,1,0
79, E3,38.54,0,0
80, G3,38.82,0,0
81, E4,39.21,1,0
82, E4,39.4,0,0
83, E4,39.51,0,0
84, E4,39.81,0,0
85, E4,40.13,0,0
86, E4,40.47,1,0
87, D4,40.74,0,0
88, F4,41.08,0,0
89, E4,41.23,0,0
90, C4,41.71,0,0
91, E3,43.67,0,2
92, G3,44.33,1,0
93, E3,45.66,1,0
94, C3,45.83,0,0
95, E3,46.27,0,0
96, G3,46.61,0,0
97, A3,46.93,1,0
98, E3,48.23,1,0
99, C3,48.41,0,0
100, E3,48.9,0,0
101, G3,49.2,0,0
102, B3,49.56,1,0
103, C4,49.89,0,0
104, B3,50.18,0,0
105, C4,50.54,0,0
106, B3,50.82,1,0
107, C4,51.03,0,0
108, D4,51.45,0,0
109, C4,51.84,0,0
110, G3,52.01,1,0
111, F#3,53.81,0,1
112, G3,54.17,0,0
113, G#3,54.48,0,0
114, A3,54.8,1,0
115, F3,56.19,1,0
116, D3,56.48,0,0
117, F3,56.76,0,0
118, A3,57.08,0,0
119, A#3,57.39,1,0
120, F3,58.68,1,0
121, D3,59.02,0,0
122, F3,59.31,0,0
123, A3,59.62,0,0
124, E4,59.95,1,0
125, D4,60.43,0,0
126, E4,60.56,0,0
127, D4,60.87,0,0
128, E4,61.18,1,0
129, D4,61.47,0,0
130, B3,61.8,0,0
131, G3,62.11,0,0
132, A3,62.8,0,1
133, G#3,63.37,0,0
134, G3,63.7,1,0
135, E3,63.87,0,0
136, E3,64.3,0,0
137, F3,64.41,0,0
138, F#3,64.76,0,0
139, G3,65.08,1,0
140, E3,66.46,1,0
141, C3,66.65,0,0
142, E3,67.09,0,0
143, G3,67.43,0,0
144, A3,67.75,1,0
145, E3,69.09,1,0
146, C3,69.27,0,0
147, E3,69.68,0,0
148, G3,69.98,0,0
149, D4,70.32,1,0
150, C4,70.82,0,0
151, D4,70.96,0,0
152, C4,71.25,0,0
153, D4,71.59,1,0
154, C4,71.91,0,0
155, D4,72.21,0,0
156, C4,72.38,0,0
157, A3,72.86,0,0
158, B3,74.21,1,1
159, C4,75.86,0,1
160, A3,76.47,0,0
161, G3,76.79,1,0
162, E3,77.48,0,0
163, G3,77.66,0,0
164, C4,78.11,1,0
165, C4,78.28,0,0
166, C4,78.41,0,0
167, C4,78.74,0,0
168, A3,79.03,0,0
169, G3,79.37,1,0
170, E3,80.06,0,0
171, G3,80.34,0,0
172, E4,80.65,1,0
173, E4,80.86,0,0
174, E4,80.97,0,0
175, E4,81.28,0,0
176, E4,81.59,0,0
177, E4,81.91,1,0
178, D4,82.22,0,0
179, F4,82.4,0,0
180, E4,83.18,1,0
181, E4,83.35,0,0
182, E4,83.47,0,0
183, E4,83.78,0,0
184, E4,84.11,0,0
185, E4,84.4,1,0
186, D4,84.73,0,0
187, F4,84.93,0,0
188, E4,85.64,1,0
189, E4,85.85,0,0
190, E4,86.02,0,0
191, E4,86.35,0,0
192, E4,86.63,0,0
193, E4,86.94,1,0
194, D4,87.26,0,0
195, F4,87.6,0,0
196, E4,87.78,0,0
197, C4,88.21,0,0
