index,note,duration,tactus,joint
0, G5,1.09,0,0
1, F5,1.55,0,0
2, D#5,1.95,0,0
3, F5,2.34,0,0
4, D5,2.78,0,0
5, C5,3.46,1,0
6, G4,4.33,0,0
7, G5,6.24,0,1
8, D5,6.7,0,0
9, E5,7.14,0,0
10, F5,7.52,0,0
11, E5,7.94,0,0
12, F5,8.35,1,0
13, G5,10.6,1,0
14, F5,11.01,0,0
15, D#5,11.41,0,0
16, F5,11.78,0,0
17, D5,12.32,0,0
18, G5,13.11,1,0
19, C5,13.92,0,0
20, B4,16.36,0,1
21, C5,18.05,1,0
22, C5,20.34,1,0
23, F4,21.82,0,0
24, A#4,22.63,1,0
25, C5,23.05,0,0
26, D5,23.46,0,0
27, C5,25.03,1,0
28, B4,25.81,0,0
29, C5,27.41,1,0
30, F5,29.71,1,0
31, D5,30.16,0,0
32, F5,30.98,0,0
33, E5,31.38,0,0
34, F5,31.77,0,0
35, G5,32.15,1,0
36, A5,32.57,0,0
37, G5,33.36,0,0
38, F5,34.11,0,0
39, G5,34.58,1,0
40, G5,36.88,1,0
41, F5,37.35,0,0
42, D#5,37.75,0,0
43, F5,38.11,0,0
44, D5,38.56,0,0
45, C5,39.32,1,0
46, G4,40.14,0,0
47, G5,42.04,0,1
48, D5,42.43,0,0
49, E5,42.82,0,0
50, F5,43.25,0,0
51, E5,43.67,0,0
52, F5,44.09,1,0
53, G5,46.4,1,0
54, F5,46.85,0,0
55, D#5,47.2,0,0
56, F5,47.56,0,0
57, D5,48.03,0,0
58, G5,48.83,1,0
59, C5,49.54,0,0
60, B4,51.8,0,1
61, C5,53.33,1,0
62, C5,55.61,1,0
63, F4,57.1,0,0
64, A#4,57.95,1,0
65, C5,58.39,0,0
66, D5,58.81,0,0
67, C5,60.23,1,0
68, B4,61.02,0,0
69, C5,62.54,1,0
70, F5,64.84,1,0
71, D5,65.31,0,0
72, F5,66.0,0,0
73, E5,66.49,0,0
74, F5,66.9,0,0
75, G5,67.31,1,0
76, D5,67.75,0,0
77, C5,68.55,0,0
78, B4,69.33,0,0
79, C5,69.75,1,0
80, F5,72.12,1,0
81, E5,75.23,0,1
82, D5,76.71,1,0
83, E5,77.19,0,0
84, F5,77.56,0,0
85, C5,78.4,0,0
86, D5,79.17,1,0
87, G5,80.01,0,0
88, F5,80.39,0,0
89, D#5,80.82,0,0
90, D5,81.22,0,0
91, C5,81.64,1,0
92, B4,82.76,0,0
93, A4,83.54,0,0
94, C5,83.97,1,0
95, D5,86.27,1,0
96, F5,87.74,0,0
97, E5,88.53,1,0
98, F5,89.31,0,0
99, G5,90.85,1,0
100, A5,91.64,0,0
101, F5,92.42,0,0
102, G5,93.22,1,0
103, F5,93.99,0,0
104, E5,94.37,0,0
105, F5,94.74,0,0
106, D5,95.15,0,0
107, E5,95.56,1,0
108, F5,97.67,1,0
109, G5,98.45,0,0
110, F5,99.98,1,0
111, E5,101.4,0,0
112, F5,102.08,1,0
113, G5,102.93,0,0
114, F5,103.35,0,0
115, E5,104.21,0,0
116, G5,104.61,1,0
117, F5,106.87,1,0
118, E5,109.91,0,1
119, D5,111.41,1,0
120, E5,111.84,0,0
121, F5,112.2,0,0
122, C5,112.96,0,0
123, D5,113.77,1,0
124, G5,114.52,0,0
125, F5,114.88,0,0
126, D#5,115.29,0,0
127, D5,115.68,0,0
128, C5,116.05,1,0
129, B4,117.09,0,0
130, A4,117.93,0,0
131, C5,118.31,1,0
132, D5,120.46,1,0
133, F5,122.01,0,0
134, E5,122.82,1,0
135, F5,123.58,0,0
136, G5,125.06,1,0
137, A5,125.88,0,0
138, F5,126.58,0,0
139, G5,127.35,1,0
140, F5,128.17,0,0
141, E5,128.54,0,0
142, F5,128.97,0,0
143, D5,129.33,0,0
144, E5,129.73,1,0
145, F5,131.95,1,0
146, G5,132.77,0,0
147, F5,134.29,1,0
148, E5,135.77,0,0
149, F5,136.55,1,0
150, D5,136.98,0,0
151, C5,137.72,0,0
152, B4,138.54,0,0
153, C5,138.95,1,0
