index,note,duration,tactus,joint
0, D3,1.17,0,0
1, F3,1.47,0,0
2, C4,1.8,1,0
3, A#3,2.14,0,0
4, F3,2.44,0,0
5, D3,2.78,0,0
6, D#3,3.14,1,0
7, C4,6.22,0,2
8, D4,6.57,0,0
9, C4,6.85,1,0
10, D4,7.15,0,0
11, C4,7.44,0,0
12, A#3,8.05,1,0
13, G3,9.28,1,0
14, F3,11.09,0,1
15, G3,11.39,0,0
16, D4,11.7,1,0
17, A#3,11.96,0,0
18, F3,12.25,0,0
19, D3,12.55,0,0
20, D#3,12.88,1,0
21, C4,15.78,0,2
22, D4,16.11,0,0
23, C4,16.35,1,0
24, D4,16.63,0,0
25, A#3,16.91,0,0
26, G3,17.18,0,0
27, A#3,17.51,1,0
28, D3,20.46,0,2
29, F3,20.77,0,0
30, C4,21.09,1,0
31, A#3,21.36,0,0
32, F3,21.65,0,0
33, D3,21.94,0,0
34, D#3,22.25,1,0
35, C4,25.24,0,2
36, D4,25.58,0,0
37, C4,25.85,1,0
38, D4,26.15,0,0
39, C4,26.4,0,0
40, D4,26.66,0,0
41, A#3,26.96,1,0
42, G3,28.07,1,0
43, F3,29.71,0,1
44, A#3,30.01,0,0
45, D4,30.29,1,0
46, A#3,30.54,0,0
47, F3,30.82,0,0
48, D3,31.1,0,0
49, D#3,31.42,1,0
50, C4,34.19,0,2
51, D4,34.52,0,0
52, C4,34.77,1,0
53, D4,35.04,0,0
54, A#3,35.31,0,0
55, G3,35.55,0,0
56, A#3,35.86,1,0
57, A#3,38.66,0,2
58, C4,38.91,0,0
59, D4,39.21,1,0
60, C4,39.73,0,0
61, A#3,39.97,0,0
62, C4,40.27,1,0
63, A#3,43.09,0,2
64, C4,43.33,0,0
65, D4,43.62,1,0
66, C4,44.1,0,0
67, A#3,44.37,0,0
68, C4,44.65,1,0
69, A#3,47.34,0,2
70, C4,47.6,0,0
71, D4,47.88,0,0
72, C4,48.39,1,0
73, A#3,48.64,0,0
74, C4,48.92,1,0
75, G3,51.45,0,2
76, A3,51.74,0,0
77, A#3,52.01,1,0
78, C4,52.27,0,0
79, D4,52.53,0,0
80, A#3,52.77,0,0
81, C4,53.05,1,0
82, D3,55.78,0,2
83, A3,56.01,0,0
84, C4,56.27,1,0
85, A#3,56.54,0,0
86, F3,56.81,0,0
87, D3,57.05,0,0
88, D#3,57.36,1,0
89, C4,60.03,0,2
90, D4,60.31,0,0
91, C4,60.55,1,0
92, D4,60.8,0,0
93, C4,61.04,0,0
94, D4,61.28,0,0
95, A#3,61.55,1,0
96, G3,62.67,1,0
97, F3,64.31,0,1
98, A3,64.55,0,0
99, D4,64.83,1,0
100, A#3,65.08,0,0
101, F3,65.33,0,0
102, D3,65.58,0,0
103, D#3,65.87,1,0
104, C4,68.56,0,2
105, D4,68.86,0,0
106, C4,69.08,1,0
107, D4,69.35,0,0
108, A#3,69.58,0,0
109, G3,69.83,0,0
110, A#3,70.13,1,0
111, D3,72.66,0,2
112, F3,72.93,0,0
113, C4,73.19,1,0
114, A#3,73.42,0,0
115, F3,73.67,0,0
116, D3,73.94,0,0
117, D#3,74.23,1,0
118, C4,76.95,0,2
119, D4,77.23,0,0
120, C4,77.47,1,0
121, D4,77.72,0,0
122, C4,77.96,0,0
123, D4,78.22,0,0
124, A#3,78.47,1,0
125, G3,79.55,1,0
126, F3,81.16,0,1
127, A#3,81.42,0,0
128, D4,81.68,1,0
129, A#3,81.91,0,0
130, F3,82.17,0,0
131, D3,82.43,0,0
132, D#3,82.67,1,0
133, C4,85.26,0,2
134, D4,85.57,0,0
135, C4,85.8,1,0
136, D4,86.05,0,0
137, A#3,86.28,0,0
138, G3,86.54,0,0
139, A#3,86.85,1,0
140, D3,89.65,0,2
141, F3,89.88,0,0
142, C4,90.14,1,0
143, A#3,90.38,0,0
144, F3,90.64,0,0
145, D3,90.93,0,0
146, D#3,91.22,1,0
147, C4,93.86,0,2
148, D4,94.15,0,0
149, C4,94.38,1,0
150, D4,94.64,0,0
151, C4,94.89,0,0
152, D4,95.16,0,0
153, A#3,95.38,1,0
154, G3,96.43,1,0
155, F3,98.0,0,1
156, A#3,98.26,0,0
157, D4,98.5,1,0
158, A#3,98.75,0,0
159, F3,98.99,0,0
160, D3,99.23,0,0
161, D#3,99.54,1,0
162, C4,102.0,0,2
163, D4,102.32,0,0
164, C4,102.55,1,0
165, D4,102.79,0,0
166, A#3,103.04,0,0
167, G3,103.28,0,0
168, A#3,103.56,1,0
169, A#3,106.2,0,2
170, C4,106.47,0,0
171, D4,106.76,1,0
172, C4,107.27,0,0
173, A#3,107.51,0,0
174, C4,107.91,1,0
175, A#3,110.44,0,2
176, C4,110.68,0,0
177, D4,110.95,1,0
178, C4,111.43,0,0
179, A#3,111.66,0,0
180, C4,111.92,1,0
181, A#3,114.4,0,2
182, C4,114.65,0,0
183, D4,114.93,1,0
184, C4,115.41,0,0
185, A#3,115.67,0,0
186, C4,115.91,1,0
187, G3,118.33,0,2
188, A3,118.6,0,0
189, A#3,118.83,1,0
190, C4,119.07,0,0
191, D4,119.31,0,0
192, A#3,119.54,0,0
193, C4,119.81,1,0
194, D3,122.39,0,2
195, F3,122.64,0,0
196, C4,122.9,1,0
197, A#3,123.15,0,0
198, F3,123.4,0,0
199, D3,123.68,0,0
200, D#3,123.93,1,0
201, C4,126.55,0,2
202, D4,126.82,0,0
203, C4,127.07,1,0
204, D4,127.32,0,0
205, C4,127.56,0,0
206, D4,127.8,0,0
207, A#3,128.04,1,0
208, G3,129.06,1,0
209, F3,130.61,0,1
210, G3,130.87,0,0
211, D4,131.11,1,0
212, A#3,131.34,0,0
213, F3,131.59,0,0
214, D3,131.85,0,0
215, D#3,132.09,1,0
216, C4,134.73,0,2
217, D4,135.02,0,0
218, C4,135.25,1,0
219, D4,135.53,0,0
220, A#3,135.72,0,0
221, F3,135.97,0,0
222, A#3,136.19,1,0
223, C4,138.95,0,2
224, D4,139.22,0,0
225, C4,139.47,1,0
226, D4,139.72,0,0
227, A#3,139.94,0,0
228, G3,140.19,0,0
229, A#3,140.46,1,0
230, C4,143.01,0,2
231, D4,143.31,0,0
232, C4,143.57,1,0
233, D4,143.81,0,0
234, C4,144.08,0,0
235, D4,144.34,0,0
236, F4,144.67,1,0
