index, note, duration, tactus, joint
0, F5,1.32,0,0
1, C5,2.67,0,0
2, D5,4.41,0,1
3, D#5,4.7,0,0
4, F5,5.0,0,0
5, D5,5.61,0,0
6, C5,5.9,0,0
7, D5,6.25,1,0
8, A#4,6.65,0,0
9, D5,7.13,0,0
10, C5,7.48,0,0
11, G#4,9.78,0,1
12, C5,10.38,0,0
13, D5,10.93,1,0
14, D#5,11.5,0,0
15, A#4,12.18,0,0
16, F4,14.58,0,1
17, G4,15.91,1,0
18, G5,20.54,1,1
19, D5,21.68,0,0
20, A#4,23.24,0,1
21, D5,23.59,0,0
22, C5,23.9,0,0
23, G#4,24.47,0,0
24, F4,24.71,0,0
25, G5,25.21,1,0
26, D5,26.26,0,0
27, A#4,27.91,0,1
28, D5,28.22,0,0
29, C5,28.51,0,0
30, G#4,29.06,0,0
31, F4,29.32,0,0
32, F5,29.8,1,0
33, C5,30.84,0,0
34, G#4,32.43,0,1
35, C5,32.68,0,0
36, A#4,32.98,0,0
37, G4,33.54,0,0
38, D#4,33.79,0,0
39, G4,34.1,1,0
40, D4,34.66,0,0
41, F4,34.97,0,0
42, D#4,35.27,0,0
43, C4,35.84,0,0
44, D#4,36.1,0,0
45, C4,36.48,1,0
46, A#3,37.69,0,0
47, A#4,39.07,1,0
48, F4,40.39,0,0
49, F4,41.95,0,1
50, G4,42.29,0,0
51, A#4,42.8,0,0
52, G4,43.3,0,0
53, F4,43.53,0,0
54, G4,43.88,1,0
55, D#4,44.28,0,0
56, G4,44.66,0,0
57, F4,45.01,0,0
58, C#4,46.88,0,1
59, F4,47.47,0,0
60, G4,47.98,1,0
61, G#4,48.55,0,0
62, D#4,49.19,0,0
63, G4,51.44,0,1
64, G#4,51.98,0,0
65, A#4,52.58,1,0
66, C5,53.1,0,0
67, G4,53.79,0,0
68, G#4,56.0,0,1
69, C5,56.6,0,0
70, D#5,57.22,1,0
71, B4,58.41,0,0
72, C4,60.23,0,1
73, D4,60.61,0,0
74, D#4,60.97,0,0
75, D#4,61.53,0,0
76, G4,61.81,0,0
77, D#5,62.2,1,0
78, B4,63.35,0,0
79, C4,64.98,0,1
80, D4,65.34,0,0
81, D#4,65.63,0,0
82, D#4,66.17,0,0
83, G4,66.45,0,0
84, D#4,66.78,1,0
85, C4,67.4,0,0
86, D4,67.69,0,0
87, D#4,67.99,0,0
88, D#4,68.55,0,0
89, G4,68.84,0,0
90, D#4,69.13,1,0
91, C4,70.33,0,0
92, C4,71.58,1,0
93, A#3,72.33,0,0
94, A#4,73.05,0,0
95, A#3,76.61,1,1
96, G#3,77.27,0,0
