index, note, duration, tactus, joint
0, F3,1.57,0,0
1, D#3,1.74,0,0
2, D3,1.91,1,0
3, F3,2.09,0,0
4, A#3,2.19,0,0
5, D4,2.34,0,0
6, F4,2.46,0,0
7, A#4,2.55,0,0
8, D5,2.7,0,0
9, F5,2.79,0,0
10, D5,2.92,1,0
11, D5,3.2,0,0
12, D5,3.44,0,0
13, D5,3.69,0,0
14, F5,3.81,0,0
15, D5,3.93,1,0
16, D5,4.18,0,0
17, F5,4.29,0,0
18, D5,4.4,0,0
19, D5,4.59,0,0
20, F5,4.67,0,0
21, F5,4.84,1,0
22, D#5,4.99,0,0
23, C5,5.08,0,0
24, A4,5.16,0,0
25, F4,5.33,0,0
26, D#3,5.78,1,0
27, F3,5.92,0,0
28, A3,6.01,0,0
29, C4,6.12,0,0
30, F4,6.24,0,0
31, A4,6.33,0,0
32, C5,6.47,0,0
33, F5,6.55,0,0
34, A5,6.68,1,0
35, A5,6.96,0,0
36, A5,7.17,0,0
37, E5,7.42,0,0
38, F5,7.55,0,0
39, A5,7.68,1,0
40, E5,7.91,0,0
41, F5,8.02,0,0
42, A5,8.15,0,0
43, E5,8.38,0,0
44, F5,8.47,0,0
45, G5,8.61,1,0
46, F5,8.73,0,0
47, D5,8.81,0,0
48, A#4,8.93,0,0
49, F4,9.07,0,0
50, F3,9.31,0,0
51, D#3,9.43,0,0
52, D3,9.54,1,0
53, F3,9.66,0,0
54, A#3,9.78,0,0
55, D4,9.93,0,0
56, F4,10.04,0,0
57, A#4,10.13,0,0
58, D5,10.26,0,0
59, F5,10.36,0,0
60, D5,10.46,1,0
61, D5,10.73,0,0
62, D5,10.94,0,0
63, D5,11.18,0,0
64, F5,11.3,0,0
65, D5,11.41,1,0
66, D5,11.65,0,0
67, F5,11.76,0,0
68, D5,11.88,0,0
69, D5,12.09,0,0
70, F5,12.2,0,0
71, F5,12.34,1,0
72, D#5,12.48,0,0
73, C5,12.56,0,0
74, A4,12.63,0,0
75, F4,12.77,0,0
76, D#3,13.21,1,0
77, F3,13.37,0,0
78, A3,13.48,0,0
79, C4,13.58,0,0
80, F4,13.72,0,0
81, A4,13.82,0,0
